video_id,manipulation_type,class_label,total_frames,frames_sampled,frames_with_face,face_detection_rate,brightness_mean,brightness_std,brightness_min,brightness_max,optical_flow_mean,optical_flow_std,optical_flow_min,optical_flow_max,ear_mean,ear_std,ear_min,ear_max,landmark_disp_mean,landmark_disp_std,landmark_disp_min,landmark_disp_max,dct_low_mean,dct_low_std,dct_high_mean,dct_high_std,lm_ratio_var,lm_face_asym,lbp_chi_dist
945,original,real,761.0,100.0,100.0,1.0,100.7974,0.7306,97.9307,103.542,1.0474,0.7469,0.0513,4.0756,0.2625,0.0412,0.0999,0.3243,5.8231,4.6144,1.3381,29.3634,53709.7814,1274.4593,1316.9905,45.8336,0.00012100825465434117,0.13443445017034703,0.0063418583060031895
947,original,real,641.0,100.0,100.0,1.0,79.2012,1.2677,75.8134,80.9077,0.5682,0.3084,0.097,1.4554,0.3607,0.0579,0.1938,0.4291,4.019,3.0835,0.818,16.0419,48865.923,1581.778,1140.5256,130.8718,0.00022681662450264463,0.09735026025392936,0.0029118891799250414
948,original,real,434.0,86.0,86.0,1.0,78.98,2.4437,73.3914,83.0669,1.2109,0.7661,0.3545,6.5524,0.318,0.0591,0.1477,0.3922,16.2095,12.9052,2.7205,91.552,68720.7547,2650.0297,1172.9594,49.9789,8.006570717208329e-05,0.09651273427284852,0.0027505356295022044
951,original,real,1176.0,100.0,100.0,1.0,64.7828,1.4083,62.9115,67.8057,0.5255,0.3564,0.0703,2.7844,0.254,0.0473,0.1309,0.3342,6.5263,5.0801,1.3558,33.7334,56546.3076,2125.3717,1736.3882,78.6624,0.0002975301255599507,0.10465057850215312,0.005385369828450019
952,original,real,700.0,100.0,100.0,1.0,128.9363,0.8252,126.9107,131.0994,1.0299,0.449,0.3236,2.1094,0.3229,0.0601,0.1429,0.3912,8.7733,4.1238,2.0374,22.9002,67259.6034,572.1885,656.0336,37.1787,0.00012017270299219348,0.04618470755618119,0.0028443925235558157
953,original,real,351.0,70.0,70.0,1.0,108.8568,5.5019,100.7252,119.2222,1.4363,1.0074,0.4475,5.9368,0.2341,0.0272,0.1604,0.2973,8.4389,4.7994,1.5551,20.548,69510.1102,3945.3885,2067.0565,218.9822,0.0007865658777855398,0.13473214411583018,0.007749655610128987
960,original,real,345.0,69.0,69.0,1.0,96.9372,0.8401,95.102,98.4755,0.9652,0.5465,0.2445,3.0186,0.3655,0.0643,0.202,0.5091,10.4528,7.6897,1.8867,39.2463,64693.3563,443.8021,1463.8408,99.7256,0.0006230884865873503,0.3572800825496718,0.00792605462149123
965,original,real,348.0,69.0,69.0,1.0,127.8498,2.1436,117.545,130.0646,0.5868,0.4228,0.1164,1.9414,0.2465,0.0895,0.1293,0.3825,13.4377,10.259,1.1129,53.8047,68484.6423,1193.6585,1467.6294,41.6987,0.0002427125464799043,0.11073603087409296,0.0036224714698717348
966,original,real,364.0,72.0,72.0,1.0,97.0802,2.9803,88.0405,101.1069,1.0521,1.2528,0.112,9.1822,0.2632,0.0343,0.1105,0.3224,3.4201,2.296,1.0376,14.7577,86613.277,2742.4808,2039.8019,163.9077,0.00012193962918993203,0.09435021053337518,0.0036526788769676794
969,original,real,356.0,71.0,71.0,1.0,79.5146,0.4484,78.342,80.617,0.8154,0.1839,0.4938,1.3416,0.3506,0.06,0.194,0.4369,2.4269,1.3447,0.3271,8.5393,60114.5096,418.1888,1553.8118,55.8563,0.00016072967651069024,0.08982563725646737,0.0038112472561922
974,original,real,318.0,63.0,63.0,1.0,92.5364,2.6736,89.5447,97.5523,1.984,0.6862,0.8977,3.9257,0.2228,0.0375,0.1169,0.3241,9.2865,4.7807,2.4837,22.1639,62536.0,1234.6085,1188.7894,65.684,0.00027493652576971887,0.12505762079912422,0.00587372510075661
980,original,real,383.0,76.0,76.0,1.0,110.5017,3.3521,105.6342,116.0401,1.0813,0.4467,0.3955,2.9066,0.3642,0.0328,0.2895,0.4296,4.6529,4.3004,0.6284,18.9308,62590.6726,1198.0623,1358.2883,55.8134,0.0001396730590071727,0.05828165050774371,0.005398289771633269
981,original,real,372.0,74.0,74.0,1.0,86.733,1.1829,84.1263,88.6028,1.2451,0.4219,0.5742,2.5987,0.3087,0.0684,0.0839,0.3901,4.5868,3.3028,0.5954,16.2554,53615.7118,1197.2909,1144.9462,49.1148,0.000155145385462542,0.1034903560520511,0.004503893729365801
982,original,real,845.0,100.0,100.0,1.0,137.7309,0.1337,137.4679,137.9923,0.3256,0.1942,0.0746,1.0094,0.2807,0.0267,0.1957,0.3306,5.5582,3.656,0.9494,19.8018,67268.691,220.7818,2143.4632,29.7478,7.179431163901926e-05,0.1553070733181732,0.0032086341703926667
985,original,real,343.0,68.0,68.0,1.0,101.9611,0.491,100.6161,103.8669,0.5598,0.2376,0.0155,1.4297,0.3052,0.0299,0.2363,0.3674,2.3691,1.6358,0.2475,7.2943,64243.6538,330.0672,1597.1183,68.6247,0.00016293821196036,0.04587538257471353,0.004023631384412105
986,original,real,828.0,100.0,100.0,1.0,78.1839,1.5679,69.8722,80.3545,0.5295,0.6085,0.205,5.3502,0.3062,0.0387,0.1708,0.3814,3.2836,3.7124,0.5036,19.7181,57044.5982,2063.3908,1802.5428,158.7007,0.0005011608821672341,0.11635522183667771,0.005832331700307647
987,original,real,575.0,100.0,100.0,1.0,72.2744,0.5999,71.0991,74.0917,0.4511,0.2087,0.122,1.2514,0.3391,0.0374,0.2063,0.4177,2.7245,2.0107,0.8239,9.461,40528.6078,714.4194,981.6812,39.6258,0.0001299600061688111,0.06745633978222125,0.0034629781122706353
988,original,real,455.0,91.0,91.0,1.0,100.3034,0.362,99.4204,100.8712,0.4393,0.3907,0.0222,2.4512,0.373,0.0364,0.2911,0.4601,3.8005,3.4027,0.5426,16.7607,49717.2831,694.3978,1683.5231,42.0464,0.0001127108406216429,0.09370337700740454,0.004587972774102335
990,original,real,305.0,61.0,61.0,1.0,97.1862,0.9887,94.6343,99.1764,1.0878,0.3439,0.6165,2.3579,0.2782,0.0373,0.1954,0.4039,2.5172,1.5919,0.5132,7.1751,59859.293,1111.3128,1814.2787,76.9476,0.0002819649745315945,0.12708310625034838,0.007366481558702464
992,original,real,718.0,100.0,100.0,1.0,70.968,5.7914,61.5335,82.6954,6.6406,1.9125,3.5483,10.1542,0.3629,0.0326,0.2865,0.4784,4.2709,3.8392,0.6273,17.1678,44816.2869,5608.426,1653.5055,104.2911,0.00030872348901067414,0.17200712026487014,0.003523465927952136
994,original,real,316.0,63.0,63.0,1.0,93.0498,1.118,91.3072,96.6445,1.2751,0.4696,0.3818,2.7883,0.4094,0.0397,0.2884,0.5029,5.5189,3.2895,1.0539,13.8904,63411.214,587.1988,1762.974,33.1511,0.0006414051530801583,0.11952533674501079,0.0045145409796837135
999,original,real,335.0,67.0,65.0,0.9701,78.1519,0.7564,76.3903,80.6011,0.5184,0.3877,0.0765,1.8854,0.3373,0.0806,0.1972,0.4703,3.6727,3.0384,0.8032,13.9786,47172.8803,657.3772,574.3131,30.2656,0.0010006180296413627,0.4086361702136352,0.00450777454414903
004_982,Deepfakes,fake,309.0,61.0,61.0,1.0,55.9756,10.5835,44.7926,70.0501,0.6457,0.6509,0.0931,3.8115,0.2695,0.0244,0.201,0.3186,9.4079,9.4525,0.8524,40.6115,46153.4819,11508.6136,1668.2294,74.5372,3.82732040979326e-05,0.20165149936815557,0.0067509762401596765
008_990,Deepfakes,fake,637.0,100.0,100.0,1.0,118.4478,4.0826,113.667,126.0788,0.2801,0.2604,0.0244,1.1676,0.2483,0.0391,0.1346,0.3373,2.2415,1.5406,0.4179,7.516,56409.4218,1917.7351,1309.2227,43.9166,0.00019227162695708853,0.07866665782971075,0.0042264287815836615
009_027,Deepfakes,fake,588.0,100.0,100.0,1.0,66.2863,0.4503,64.5355,67.1589,0.2908,0.205,0.0733,0.997,0.3101,0.0335,0.1985,0.3813,2.9073,2.5635,0.5305,14.7109,53697.1077,533.0241,2197.1829,49.3959,5.288606054406489e-05,0.03374073144273967,0.0037297195873688734
015_919,Deepfakes,fake,437.0,87.0,87.0,1.0,67.3515,0.2846,66.6377,68.1431,0.8388,0.2246,0.4289,1.5974,0.242,0.034,0.1362,0.341,5.9947,3.8072,0.5314,19.2336,43533.6409,513.6863,1840.1112,63.6796,0.00012267006191533298,0.19352605530330932,0.007411368761189004
027_009,Deepfakes,fake,315.0,63.0,55.0,0.873,143.8853,0.8344,141.394,146.0173,1.3138,0.5953,0.5904,3.2675,0.2349,0.0226,0.1784,0.29,9.9528,10.2507,0.8393,46.2789,85845.5908,821.3196,1775.1103,87.3373,0.00010069015858805588,0.12365300552432484,0.0038919065008077023
032_944,Deepfakes,fake,310.0,62.0,62.0,1.0,103.7565,1.9031,101.5036,110.5627,0.9037,0.8019,0.0949,3.1379,0.3573,0.0232,0.2858,0.4007,6.5514,6.2978,1.6693,37.8992,51995.9476,2348.6151,1238.1462,68.9217,4.6068248764965604e-05,0.08810448391931935,0.0041291721539887215
033_097,Deepfakes,fake,809.0,100.0,100.0,1.0,91.7864,1.6402,87.1101,94.2381,0.567,0.4911,0.0163,2.5428,0.3071,0.0426,0.209,0.4234,2.5894,2.2,0.1947,12.3623,49279.6041,1339.3718,2327.1935,177.2809,0.0002448746651812222,0.09345517947094267,0.003939609542963712
035_036,Deepfakes,fake,423.0,84.0,84.0,1.0,80.178,0.9309,77.5479,81.7362,0.3579,0.2379,0.0791,1.2418,0.3052,0.0165,0.2671,0.3383,3.9418,3.7708,0.8482,22.0337,51838.9011,201.5526,827.004,15.5089,0.00012104785589352558,0.09165105484997675,0.004943976792600333
036_035,Deepfakes,fake,337.0,67.0,67.0,1.0,109.0566,2.6294,105.5669,113.6071,1.5952,0.4965,0.6303,3.0284,0.3332,0.0333,0.2684,0.4049,4.8178,3.7183,0.7252,14.286,64416.2943,2136.4187,976.6458,103.5718,6.773287051367935e-05,0.0872992723115614,0.004477347332263706
044_945,Deepfakes,fake,335.0,67.0,67.0,1.0,123.8143,2.5841,117.8014,128.7873,1.1573,0.6195,0.2454,2.8977,0.2225,0.0372,0.0891,0.2892,12.6009,8.9686,2.599,33.7393,65143.1,1405.8293,1023.7327,49.7613,6.0335033807852125e-05,0.08511397739689786,0.004068197694720999
046_904,Deepfakes,fake,504.0,100.0,100.0,1.0,145.9072,0.6907,143.9899,147.6068,0.5906,0.3591,0.0916,1.8068,0.2624,0.0167,0.2126,0.3015,8.6224,6.9631,1.445,35.396,62574.4223,923.2474,728.6271,41.4462,2.8668120106755725e-05,0.07718533473187103,0.004791066587488297
054_071,Deepfakes,fake,368.0,73.0,73.0,1.0,66.9902,1.2333,64.8516,70.0658,0.691,0.3288,0.1822,1.6253,0.4126,0.0304,0.3109,0.4749,6.0358,3.8184,1.2811,20.0621,51073.7069,858.8662,1630.6208,110.6391,0.00043682888537894724,0.10187675198598045,0.010432733161763883
055_147,Deepfakes,fake,394.0,78.0,78.0,1.0,74.6528,1.0124,71.4403,77.22,0.828,0.6982,0.1268,3.1901,0.2701,0.0254,0.2107,0.3597,5.4384,3.8707,0.9926,20.8296,54078.0789,783.6733,1944.3075,92.1647,0.00016822580345493185,0.07494342167663122,0.004242460034929765
060_088,Deepfakes,fake,844.0,100.0,100.0,1.0,104.0693,6.6662,92.3262,115.1916,4.0404,2.2935,0.7565,9.2734,0.2774,0.0372,0.1899,0.3559,6.7002,5.0093,0.6714,24.0009,59324.1798,2710.3783,1883.8681,217.3051,0.00032492178500097063,0.24093252524238737,0.00441341791297805
062_066,Deepfakes,fake,423.0,84.0,84.0,1.0,107.0014,2.698,101.5226,109.3249,0.424,0.2578,0.115,1.5213,0.3074,0.0255,0.2598,0.3656,2.3685,1.5632,0.3687,8.5675,54693.4277,1114.508,696.8923,28.5821,7.268261026040927e-05,0.09058839556049961,0.004091025627592026
066_062,Deepfakes,fake,435.0,87.0,87.0,1.0,128.9941,2.963,125.6109,140.455,2.0959,1.0221,0.7088,5.3385,0.3133,0.0152,0.2811,0.3523,3.8272,2.5362,0.637,11.1976,63436.057,3477.448,1891.1708,73.4564,8.248182747539426e-05,0.06226720908865789,0.004169458611874604
071_054,Deepfakes,fake,453.0,90.0,90.0,1.0,89.2335,9.8422,77.834,111.7666,2.1538,1.125,0.7099,5.5088,0.2906,0.039,0.1956,0.4357,4.1379,3.1078,0.7115,24.5997,51840.1065,5411.6471,1083.7219,129.4784,0.0001674258220894292,0.09258537588721409,0.006565881639570484
088_060,Deepfakes,fake,665.0,100.0,100.0,1.0,57.7667,5.8975,44.5383,70.119,3.1317,0.9954,1.2533,6.3601,0.2781,0.0384,0.1728,0.3527,3.6383,2.7276,0.8172,14.7351,45818.7439,5344.8711,876.6739,77.1087,0.0001361435087290374,0.0761979317214759,0.004211183224566748
096_101,Deepfakes,fake,504.0,100.0,100.0,1.0,111.8721,0.6278,110.089,112.8068,0.3487,0.1755,0.0772,0.8639,0.3549,0.0216,0.3159,0.4277,5.6734,3.764,0.7382,17.4731,70570.2131,703.0199,2308.4257,87.4749,0.00015747934486515456,0.15429628947745896,0.0036622016727923573
097_033,Deepfakes,fake,478.0,95.0,95.0,1.0,102.7107,1.3056,94.5141,104.122,0.9046,0.6001,0.4763,4.9261,0.2539,0.0347,0.1868,0.3337,1.718,1.6885,0.3296,13.867,69600.5405,918.6198,2669.0602,71.8384,0.0001346427745899803,0.04519664228326965,0.003571704194064673
101_096,Deepfakes,fake,1148.0,100.0,100.0,1.0,98.084,0.7616,96.5033,100.335,0.9787,0.2985,0.5985,2.0838,0.3295,0.0295,0.2686,0.395,4.8042,3.6521,0.713,19.2529,72068.9618,411.485,1877.6427,92.7502,0.00010432590187393285,0.07660788597836232,0.00442619890071645
107_109,Deepfakes,fake,556.0,100.0,100.0,1.0,123.7178,0.9715,122.1885,129.7161,0.8044,0.2681,0.0383,1.6199,0.3733,0.0212,0.3226,0.4171,1.4888,1.3044,0.1912,7.2015,68358.1165,645.1464,1507.2831,67.3068,5.541210160831498e-05,0.0512820994648982,0.0035778195709589406
109_107,Deepfakes,fake,298.0,59.0,59.0,1.0,66.6133,1.1905,63.8628,69.566,0.5195,0.163,0.2546,1.1312,0.3563,0.0319,0.2656,0.4067,1.6216,1.4692,0.3185,6.5857,47172.4197,1071.7717,1122.1703,47.049,4.3520223891586135e-05,0.029228834339361853,0.003997344224181739
112_892,Deepfakes,fake,418.0,83.0,83.0,1.0,113.7404,3.5133,107.7384,121.196,1.4348,0.5457,0.5188,3.403,0.3616,0.0674,0.112,0.4249,18.5655,15.7811,3.5472,119.8436,52397.3244,5068.2593,994.3173,340.1434,0.0003394689308933218,0.05835355683866609,0.00556627846085795
128_896,Deepfakes,fake,735.0,100.0,94.0,0.94,109.9034,1.601,108.7475,115.4997,0.4111,0.4849,0.0483,4.0107,0.283,0.0372,0.1664,0.372,3.7537,3.6111,0.5193,17.1168,58262.0587,2549.3876,2155.8914,125.565,0.0001472648494805364,0.09199751964223031,0.003992737022183655
134_192,Deepfakes,fake,346.0,69.0,69.0,1.0,100.8401,8.4955,88.8107,116.4294,0.5252,0.5649,0.1284,4.4602,0.3292,0.0461,0.1502,0.3881,4.1078,3.7572,1.0246,21.9583,52289.4701,5921.4985,1991.8866,118.5817,0.0006066302244059499,0.08240398396216984,0.003023367921718466
147_055,Deepfakes,fake,667.0,100.0,100.0,1.0,185.9759,2.3565,180.485,188.6486,1.3761,0.8358,0.2433,3.7747,0.2443,0.0331,0.1762,0.3948,6.179,3.8543,1.0332,17.3796,79130.785,1281.8088,1375.3715,72.045,0.0001366807836846616,0.046596678452098174,0.005912527424425503
150_153,Deepfakes,fake,456.0,91.0,91.0,1.0,48.9935,1.0284,46.611,50.3136,0.2716,0.1648,0.0607,0.9948,0.3394,0.039,0.2274,0.4361,3.2222,2.669,0.6966,15.2527,38858.7867,825.762,1538.0244,165.7756,0.00016957156702819768,0.05106350701879503,0.00373820728214739
153_150,Deepfakes,fake,732.0,100.0,100.0,1.0,98.5478,1.0841,95.8202,100.5549,1.0358,0.3787,0.3892,2.6093,0.2514,0.0243,0.1951,0.3233,4.7524,2.952,1.1985,15.3159,52810.4062,714.4735,1266.4034,121.2727,0.00016667098502091277,0.14619627075900077,0.005470228347849752
159_175,Deepfakes,fake,325.0,65.0,65.0,1.0,123.8734,1.3109,121.5318,127.2404,2.0947,0.5725,0.8255,3.2041,0.2585,0.0251,0.2018,0.3261,5.2085,3.2104,0.7763,16.29,76172.7072,1502.2315,1501.7937,52.8639,0.00025345530398953903,0.06212045267149913,0.0037437066854701505
168_222,Deepfakes,fake,1228.0,100.0,100.0,1.0,114.5898,1.1425,111.1007,116.6857,0.4006,0.3154,0.0521,1.5109,0.3596,0.0362,0.2632,0.4273,2.683,2.1043,0.4655,9.0109,67527.5603,475.9561,1517.9434,35.9521,0.00011339588485368488,0.09667223888147176,0.0034335482614214485
175_159,Deepfakes,fake,504.0,100.0,100.0,1.0,119.9938,5.6653,107.9882,126.8517,1.3864,1.1523,0.25,8.8198,0.2373,0.0272,0.1741,0.3389,8.1297,7.9709,0.9209,45.6149,72069.9573,1203.7245,935.4787,136.1899,0.00017125478494825694,0.16615261524864677,0.0081632712363118
178_598,Deepfakes,fake,521.0,100.0,100.0,1.0,108.582,0.3485,107.6296,109.5294,0.2592,0.3666,0.0209,3.2561,0.3545,0.0412,0.2116,0.4383,3.7946,2.843,0.6101,15.0888,74480.7402,691.6769,1188.7803,62.6053,0.0005112614168961869,0.16681553040482847,0.008863363479373446
183_253,Deepfakes,fake,390.0,78.0,78.0,1.0,72.0008,0.4289,70.6851,72.6085,0.7418,0.2282,0.3727,1.6256,0.2531,0.0412,0.167,0.4742,8.0852,6.3463,1.0565,30.7336,53696.1026,370.4605,2060.7839,49.9159,8.70926453202998e-05,0.2400262070521381,0.0045465314007881764
189_200,Deepfakes,fake,512.0,100.0,100.0,1.0,155.3312,10.729,141.9187,181.4698,0.8954,0.4157,0.2388,2.3383,0.228,0.0285,0.135,0.3254,4.0821,3.2202,0.6327,15.1246,86190.1601,2947.359,1536.0717,97.1326,0.00010192018460417056,0.09582794891521781,0.002441976345347331
192_134,Deepfakes,fake,287.0,57.0,57.0,1.0,97.9891,0.3503,97.2357,98.5973,0.4209,0.2926,0.0888,1.3998,0.3155,0.0262,0.1888,0.3546,4.8188,3.8361,1.0012,17.2937,58135.1324,313.8663,940.0527,42.2102,0.000280488952714906,0.09781524740904317,0.0019195340180607255
200_189,Deepfakes,fake,719.0,100.0,100.0,1.0,132.0777,1.83,127.2449,135.0891,2.3643,0.2872,1.8329,3.0717,0.3306,0.0325,0.2155,0.3737,2.7347,1.9759,0.5817,12.96,71750.7677,984.799,1442.1794,75.0416,0.00010648117986027464,0.05283935072698489,0.003247351797528012
206_221,Deepfakes,fake,714.0,100.0,100.0,1.0,93.6416,0.6453,92.4052,95.1829,0.2869,0.1933,0.0394,0.9704,0.234,0.0469,0.1357,0.3482,2.842,1.7969,0.4838,10.176,71700.4615,307.5636,1456.4117,62.4309,0.00016606948351179326,0.043123773246954,0.007995696456550242
210_241,Deepfakes,fake,839.0,100.0,100.0,1.0,91.1832,1.777,83.0747,92.9941,0.5679,0.3322,0.1897,2.292,0.3533,0.0597,0.2422,0.5306,2.9339,1.7281,0.7019,8.9963,58099.0826,2461.0371,1897.8339,112.2342,5.420543219133482e-05,0.1714656992621975,0.0032265010627709643
221_206,Deepfakes,fake,718.0,100.0,100.0,1.0,47.1739,3.7443,45.0011,63.0062,0.2365,0.1965,0.0223,1.3535,0.3897,0.026,0.315,0.4505,2.954,2.2514,0.5609,14.3864,39734.9472,3944.1769,1528.1135,66.4246,0.00014252845723200245,0.11781831151568527,0.005079819320293179
222_168,Deepfakes,fake,407.0,81.0,81.0,1.0,126.4933,2.7775,117.362,138.4232,0.658,0.4507,0.0823,2.4491,0.343,0.0409,0.2164,0.4073,2.852,2.0842,0.4153,11.145,61045.5242,1524.5931,1115.7265,48.984,4.1214878228095074e-05,0.10948957661161567,0.0032659606839562988
228_289,Deepfakes,fake,556.0,100.0,100.0,1.0,112.4986,1.578,111.0576,115.9744,0.1855,0.0968,0.0446,0.5869,0.2887,0.0188,0.2287,0.347,3.5846,3.0955,0.8043,16.3091,63779.3408,1388.2751,1238.1918,121.8287,7.966417238736374e-05,0.05750304766622945,0.0028812322200756084
241_210,Deepfakes,fake,292.0,58.0,58.0,1.0,85.385,0.7609,84.3539,87.1115,0.5947,0.4398,0.0683,2.0902,0.2138,0.0285,0.118,0.2775,6.0738,4.8487,0.5477,20.5343,49601.9534,396.8439,1637.7707,27.7095,5.309013134110476e-05,0.252834162914619,0.004840048428588439
246_258,Deepfakes,fake,496.0,99.0,99.0,1.0,70.2013,0.8599,68.7611,72.4441,0.4284,0.2184,0.1285,1.1089,0.2819,0.0322,0.1741,0.3554,4.2654,3.8957,0.7288,20.3165,49586.0261,1339.8458,1551.7314,96.8084,0.00014818054899239883,0.06755467711497208,0.003379898461858243
251_375,Deepfakes,fake,346.0,69.0,69.0,1.0,77.2283,0.4796,76.1939,77.8664,0.2499,0.132,0.0605,0.6118,0.412,0.0243,0.3157,0.4504,5.2267,3.5701,1.0316,16.8286,58699.5837,426.867,1263.4819,36.7368,0.00017840037145777315,0.08929244537411221,0.00949783002300856
252_266,Deepfakes,fake,572.0,100.0,100.0,1.0,155.838,9.6758,127.4356,173.319,1.7645,1.532,0.1868,5.5035,0.2305,0.0246,0.1643,0.2939,4.8743,3.221,0.9696,17.0069,72332.1591,2911.4176,2132.2146,181.8587,0.000383374890727926,0.050592271468300844,0.005607186973029835
253_183,Deepfakes,fake,501.0,100.0,100.0,1.0,209.0965,5.8534,201.3963,218.8741,0.3735,0.4008,0.0495,3.4265,0.381,0.0653,0.235,0.5279,8.51,21.2066,1.5354,209.5165,97791.4096,2691.2219,1246.0403,286.6882,0.00010968352049316083,0.05472767455419123,0.003558379066155307
254_261,Deepfakes,fake,427.0,85.0,85.0,1.0,87.631,0.5251,86.1919,89.4318,0.407,0.1875,0.2004,1.7694,0.3205,0.0406,0.2065,0.428,4.2111,3.112,0.8116,18.0026,67291.4055,357.3331,1617.2502,53.6072,8.019540367905947e-05,0.2138880631930379,0.003211292215017335
257_420,Deepfakes,fake,763.0,100.0,100.0,1.0,95.3721,6.247,83.4611,116.3318,3.2766,2.916,0.2009,12.3087,0.3509,0.0336,0.2722,0.425,1.7898,1.4009,0.0,9.0576,60642.7846,3733.8601,868.0422,133.9751,0.0001394186569472349,0.03751588004788688,0.0025424447347505152
258_246,Deepfakes,fake,498.0,99.0,99.0,1.0,106.7815,12.0957,81.1767,123.8355,2.7683,1.7557,0.3953,8.4958,0.3315,0.0304,0.2314,0.3922,7.4849,6.5256,1.2092,54.6663,63442.6043,5258.9634,1921.1175,181.4465,0.0001502058535550893,0.08155158025754079,0.00708372782213057
261_254,Deepfakes,fake,677.0,100.0,100.0,1.0,63.2954,0.28,62.3872,63.8489,0.3857,0.1072,0.2151,0.8363,0.3754,0.0308,0.2651,0.4486,2.7122,1.9306,0.5599,11.9128,47865.3475,370.5316,1291.184,44.4016,0.00020062224327335948,0.21007075692895466,0.0029642480116963588
263_284,Deepfakes,fake,300.0,60.0,60.0,1.0,120.496,2.8295,116.8132,132.0689,1.5977,0.9805,0.166,3.7094,0.2642,0.0311,0.2045,0.3106,12.0103,8.8098,1.9574,46.6157,61094.3665,3047.6345,1061.831,78.3973,8.884142748073612e-05,0.07219103675275854,0.0041412582592597206
264_271,Deepfakes,fake,455.0,91.0,91.0,1.0,122.6797,1.2089,120.5059,131.6876,0.2699,0.3861,0.0443,3.1664,0.3,0.0267,0.2166,0.3606,2.3703,1.9421,0.4569,9.7774,79062.1055,382.7941,2103.5407,136.7098,0.00014832154949073037,0.07414985737565909,0.007533815137997745
266_252,Deepfakes,fake,465.0,93.0,93.0,1.0,83.5944,3.2062,79.5391,91.9088,2.4784,0.933,0.7345,4.2451,0.2633,0.0177,0.2262,0.3098,2.7263,2.5614,0.3981,14.6907,46595.7826,2336.4431,1297.7119,62.7364,0.00012583076757100836,0.041714083810523404,0.002650546862667473
271_264,Deepfakes,fake,490.0,98.0,98.0,1.0,130.8178,1.1605,128.173,133.4753,0.5321,0.3331,0.1164,1.784,0.2929,0.0363,0.1871,0.3688,3.2973,2.7862,0.5036,15.7148,70643.8992,750.2038,2292.4306,342.1166,0.00028268217708656435,0.07388120023672823,0.004378241744627617
272_396,Deepfakes,fake,323.0,64.0,64.0,1.0,146.6174,9.798,131.2675,168.7581,1.0366,0.773,0.3029,4.7384,0.3092,0.0301,0.2454,0.3698,5.3944,3.9464,0.9193,20.1819,82285.7083,4278.798,1382.0982,304.9135,0.00017633739655967005,0.04520469057125579,0.004276597783441623
284_263,Deepfakes,fake,483.0,96.0,96.0,1.0,80.3851,2.3015,76.9543,85.3793,1.5295,0.6682,0.3456,3.0761,0.2161,0.0298,0.1447,0.2802,17.0087,12.3008,2.9569,60.7607,43295.0092,1686.1015,1582.0774,151.0974,0.00027860254565947586,0.1922438782649003,0.002431441003439755
288_321,Deepfakes,fake,543.0,100.0,100.0,1.0,113.9574,4.318,109.78,119.8931,0.299,0.1939,0.0575,1.0427,0.3628,0.0331,0.2661,0.4474,2.6307,1.8322,0.5365,10.8262,64697.5145,2066.539,1126.2696,134.5197,0.0001278172341493566,0.0630821274240068,0.0030763616247311614
289_228,Deepfakes,fake,597.0,100.0,100.0,1.0,85.6971,0.646,84.0665,86.952,0.9945,0.264,0.4395,1.5746,0.3641,0.0213,0.298,0.4103,2.4251,1.8981,0.5608,8.3652,50140.5612,734.537,1333.7005,67.8606,3.0555456585858675e-05,0.07399796400830264,0.0037268186255511484
292_294,Deepfakes,fake,425.0,85.0,85.0,1.0,94.3908,3.3352,88.0017,100.9274,0.7858,0.3403,0.1383,1.6071,0.3187,0.0302,0.2097,0.3838,8.0449,5.2058,0.8742,25.3569,65699.3066,1175.93,1727.7306,79.2077,0.00023778332801165124,0.12421698361593252,0.003685810417314141
294_292,Deepfakes,fake,604.0,100.0,100.0,1.0,78.0516,1.4808,75.6736,81.1306,0.6168,0.1413,0.427,1.125,0.3269,0.0406,0.1756,0.3803,3.8273,3.1411,0.9234,22.252,48319.1936,607.0936,1758.8853,141.6355,0.00010680432408867594,0.05366599248957998,0.004377629614339961
321_288,Deepfakes,fake,567.0,100.0,100.0,1.0,89.3136,5.6587,82.6635,99.3652,0.6367,0.4672,0.1351,3.4342,0.3449,0.0261,0.2735,0.4,2.6509,2.1063,0.5693,13.5723,64015.6104,5351.2951,2191.2495,216.1173,0.00011906732465512629,0.06349960712247663,0.003172145260032685
324_356,Deepfakes,fake,1249.0,100.0,95.0,0.95,91.2781,5.51,80.6259,110.1564,2.252,1.0925,0.4267,5.0588,0.2506,0.0364,0.1744,0.3275,5.798,5.8541,1.0237,40.9556,74189.3614,4487.8661,1079.5433,55.2985,0.00020097468286877873,0.410071661226474,0.004248627458692007
337_522,Deepfakes,fake,331.0,66.0,66.0,1.0,80.8946,1.0568,78.7164,83.385,1.3919,0.5546,0.0704,3.404,0.2277,0.0405,0.1279,0.314,3.2673,2.0932,0.2536,10.126,60959.3207,861.6135,1559.3558,87.2796,0.00012999073803854786,0.05944602965926119,0.007759861513558807
339_392,Deepfakes,fake,457.0,91.0,91.0,1.0,72.3869,0.9089,71.006,75.6265,0.6512,0.5453,0.1615,4.5835,0.2996,0.0517,0.1902,0.4558,3.5595,2.3256,0.5928,18.2004,61190.0929,645.6949,787.7767,42.1582,0.0005946485677262532,0.07711787666230888,0.00541336904257174
